bn,hi,te,emotion_bn,emotion_hi,emotion_te,semantic_bn_hi,semantic_bn_te,semantic_hi_te
"একমাস ধরে এক ফোঁটা বৃষ্টিও পড়েনি, তাই তাদের একটি কূপ খনন করতে হয়েছিল।","एक महीने तक बारिश की एक बूँद भी नहीं गिरी, इसलिए उन्हें एक कुआँ खोदना पड़ा।",నెల రోజులుగా చుక్క వర్షం కురవకపోవడంతో బావి తవ్వుకోవాల్సి వచ్చింది.,3,1,1,0.9598926305770874,0.812705934047699,0.8014777302742004
আপনি ঝুঁকি নিয়ে একটি ভাগ্য তৈরি করবেন।,आप जोखिम उठाकर भाग्य बना लेंगे।,మీరు రిస్క్ తీసుకోవడం ద్వారా అదృష్టాన్ని సంపాదిస్తారు.,0,0,0,0.9078564643859863,0.8280243873596191,0.8779503107070923
একটি ক্রমবর্ধমান শিশুর আরও খাবারের প্রয়োজন।,बढ़ते बच्चे को अधिक भोजन की आवश्यकता होती है।,పెరుగుతున్న శిశువుకు ఎక్కువ ఆహారం అవసరం.,1,1,1,0.96466463804245,0.952860414981842,0.9807161092758179
Inoue কম্পিউটার পছন্দ করে না.,इनौए को कंप्यूटर पसंद नहीं है।,Inoueకి కంప్యూటర్లు అంటే ఇష్టం ఉండదు.,2,2,2,0.8911705017089844,0.9480998516082764,0.9159581661224365
কূপ শুকিয়ে গেছে।,कुआं सूख गया है.,బావి ఎండిపోయింది.,3,3,1,0.9407999515533447,0.9228026866912842,0.8971027135848999
কূপে পানি ছিল না।,कुएँ में पानी नहीं था।,బావిలో నీళ్లు లేవు.,1,3,1,0.9499245882034302,0.908771812915802,0.8965201377868652
কূপে পানি খুব কম ছিল।,कुएँ में पानी बहुत कम था।,బావిలో చాలా తక్కువ నీరు ఉంది.,1,1,1,0.9412001371383667,0.8840560913085938,0.884597897529602
কূপ শুকিয়ে গেছে।,कुआं सूख गया।,బావి ఎండిపోయింది.,3,3,1,0.9114233255386353,0.9228026866912842,0.88860023021698
আমি কি আমার চিকিৎসা বীমা ব্যবহার করতে পারি?,क्या मैं अपना चिकित्सा बीमा उपयोग कर सकता हूँ?,నేను నా వైద్య బీమాను ఉపయోగించవచ్చా?,1,1,1,0.9860132932662964,0.9825091361999512,0.9881720542907715
আমি চিকিৎসা বীমা পেতে চাই.,मैं चिकित्सा बीमा प्राप्त करना चाहता हूँ.,నేను వైద్య బీమా పొందాలనుకుంటున్నాను.,1,1,1,0.982472836971283,0.9701857566833496,0.9780040383338928
আপনার কি চিকিৎসা বীমা আছে?,क्या आपके पास चिकित्सा बीमा है?,మీకు వైద్య బీమా ఉందా?,2,2,2,0.9749213457107544,0.9694972634315491,0.9853644967079163
"ডাক্তাররা ভেবেছিলেন তিনি মারা গেছেন, কিন্তু আজ তিনি বেঁচে আছেন এবং সুস্থ আছেন, চাকরি ও সংসার আছে।","डॉक्टरों ने सोचा कि वह मर चुका है, लेकिन आज वह जीवित और स्वस्थ है, उसके पास नौकरी और परिवार है।","అతను చనిపోయాడని వైద్యులు భావించారు, కానీ ఈ రోజు అతను సజీవంగా మరియు ఆరోగ్యంగా ఉన్నాడు, ఉద్యోగం మరియు కుటుంబం ఉంది.",0,1,0,0.9751570224761963,0.9701856970787048,0.9765504598617554
দয়া করে আমাকে ডাক্তার ডাকুন।,कृपया मुझे डॉक्टर बुलाओ.,దయచేసి నన్ను డాక్టర్ అని పిలవండి.,2,1,2,0.9948629140853882,0.9664851427078247,0.967301070690155
আপনি একটি ডাক্তার কল করতে পারেন?,क्या आप कृपया एक डॉक्टर को बुला सकते हैं?,మీరు దయచేసి వైద్యుడిని పిలవగలరా?,0,2,2,0.9468370676040649,0.9486017227172852,0.9878408908843994
দয়া করে একজন ডাক্তারকে ডাকুন।,कृपया एक डॉक्टर को बुलाओ.,దయచేసి వైద్యుడిని పిలవండి.,2,2,2,0.9926856160163879,0.9804596304893494,0.9821261167526245
আপনাকে ডাক্তার ডাকতে হবে।,आपको डॉक्टर को बुलाना होगा.,మీరు వైద్యుడిని పిలవాలి.,2,2,2,0.9906796813011169,0.9818598031997681,0.978216290473938
ডাক্তারকে ডাকুন।,डॉक्टर को बुलाओ.,వైద్యుడిని పిలవండి.,2,2,2,0.9925695657730103,0.9755631685256958,0.9787850379943848
